feature,importance,fold
PREV_CHANNEL_TYPE_Channel_of_corporate_sales_MEAN,54,1
PREV_CHANNEL_TYPE_Contact_center_MEAN,63,1
PREV_CHANNEL_TYPE_Country_wide_MEAN,121,1
PREV_CHANNEL_TYPE_Credit_and_cash_offices_MEAN,102,1
PREV_CHANNEL_TYPE_Regional___Local_MEAN,40,1
PREV_CHANNEL_TYPE_Stone_MEAN,75,1
PREV_CHANNEL_TYPE_nan_MEAN,0,1
PREV_NAME_SELLER_INDUSTRY_Auto_technology_MEAN,5,1
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,16,1
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,100,1
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,53,1
PREV_NAME_SELLER_INDUSTRY_Consumer_electronics_MEAN,103,1
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,23,1
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,15,1
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,0,1
PREV_NAME_SELLER_INDUSTRY_MLM_partners_MEAN,0,1
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0,1
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,55,1
PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0,1
PREV_NAME_YIELD_GROUP_XNA_MEAN,135,1
PREV_NAME_YIELD_GROUP_high_MEAN,256,1
PREV_NAME_YIELD_GROUP_low_action_MEAN,131,1
PREV_NAME_YIELD_GROUP_low_normal_MEAN,131,1
PREV_NAME_YIELD_GROUP_middle_MEAN,175,1
PREV_NAME_YIELD_GROUP_nan_MEAN,0,1
PREV_PRODUCT_COMBINATION_Card_Street_MEAN,43,1
PREV_PRODUCT_COMBINATION_Card_X_Sell_MEAN,26,1
PREV_PRODUCT_COMBINATION_Cash_MEAN,56,1
PREV_PRODUCT_COMBINATION_Cash_Street__high_MEAN,31,1
PREV_PRODUCT_COMBINATION_Cash_Street__low_MEAN,85,1
PREV_PRODUCT_COMBINATION_Cash_Street__middle_MEAN,35,1
PREV_PRODUCT_COMBINATION_Cash_X_Sell__high_MEAN,90,1
PREV_PRODUCT_COMBINATION_Cash_X_Sell__low_MEAN,85,1
PREV_PRODUCT_COMBINATION_Cash_X_Sell__middle_MEAN,77,1
PREV_PRODUCT_COMBINATION_POS_household_with_interest_MEAN,84,1
PREV_PRODUCT_COMBINATION_POS_household_without_interest_MEAN,23,1
PREV_PRODUCT_COMBINATION_POS_industry_with_interest_MEAN,49,1
PREV_PRODUCT_COMBINATION_POS_industry_without_interest_MEAN,27,1
PREV_PRODUCT_COMBINATION_POS_mobile_with_interest_MEAN,59,1
PREV_PRODUCT_COMBINATION_POS_mobile_without_interest_MEAN,13,1
PREV_PRODUCT_COMBINATION_POS_other_with_interest_MEAN,31,1
PREV_PRODUCT_COMBINATION_POS_others_without_interest_MEAN,0,1
PREV_PRODUCT_COMBINATION_nan_MEAN,0,1
APPROVED_AMT_ANNUITY_MIN,193,1
APPROVED_AMT_ANNUITY_MAX,149,1
APPROVED_AMT_ANNUITY_MEAN,214,1
APPROVED_AMT_APPLICATION_MIN,146,1
APPROVED_AMT_APPLICATION_MAX,107,1
APPROVED_AMT_APPLICATION_MEAN,120,1
APPROVED_AMT_CREDIT_MIN,168,1
APPROVED_AMT_CREDIT_MAX,147,1
APPROVED_AMT_CREDIT_MEAN,80,1
APPROVED_APP_CREDIT_PERC_MIN,172,1
APPROVED_APP_CREDIT_PERC_MAX,124,1
APPROVED_APP_CREDIT_PERC_MEAN,173,1
APPROVED_APP_CREDIT_PERC_VAR,235,1
APPROVED_AMT_DOWN_PAYMENT_MIN,61,1
APPROVED_AMT_DOWN_PAYMENT_MAX,213,1
APPROVED_AMT_DOWN_PAYMENT_MEAN,113,1
APPROVED_AMT_GOODS_PRICE_MIN,104,1
APPROVED_AMT_GOODS_PRICE_MAX,55,1
APPROVED_AMT_GOODS_PRICE_MEAN,110,1
APPROVED_HOUR_APPR_PROCESS_START_MIN,75,1
APPROVED_HOUR_APPR_PROCESS_START_MAX,79,1
APPROVED_HOUR_APPR_PROCESS_START_MEAN,160,1
APPROVED_RATE_DOWN_PAYMENT_MIN,65,1
APPROVED_RATE_DOWN_PAYMENT_MAX,106,1
APPROVED_RATE_DOWN_PAYMENT_MEAN,109,1
APPROVED_DAYS_DECISION_MIN,152,1
APPROVED_DAYS_DECISION_MAX,370,1
APPROVED_DAYS_DECISION_MEAN,145,1
APPROVED_CNT_PAYMENT_MEAN,467,1
APPROVED_CNT_PAYMENT_SUM,188,1
REFUSED_AMT_ANNUITY_MIN,119,1
REFUSED_AMT_ANNUITY_MAX,56,1
REFUSED_AMT_ANNUITY_MEAN,102,1
REFUSED_AMT_APPLICATION_MIN,44,1
REFUSED_AMT_APPLICATION_MAX,52,1
REFUSED_AMT_APPLICATION_MEAN,51,1
REFUSED_AMT_CREDIT_MIN,121,1
REFUSED_AMT_CREDIT_MAX,54,1
REFUSED_AMT_CREDIT_MEAN,49,1
REFUSED_APP_CREDIT_PERC_MIN,100,1
REFUSED_APP_CREDIT_PERC_MAX,77,1
REFUSED_APP_CREDIT_PERC_MEAN,119,1
REFUSED_APP_CREDIT_PERC_VAR,83,1
REFUSED_AMT_DOWN_PAYMENT_MIN,24,1
REFUSED_AMT_DOWN_PAYMENT_MAX,46,1
REFUSED_AMT_DOWN_PAYMENT_MEAN,26,1
REFUSED_AMT_GOODS_PRICE_MIN,82,1
REFUSED_AMT_GOODS_PRICE_MAX,33,1
REFUSED_AMT_GOODS_PRICE_MEAN,81,1
REFUSED_HOUR_APPR_PROCESS_START_MIN,60,1
REFUSED_HOUR_APPR_PROCESS_START_MAX,41,1
REFUSED_HOUR_APPR_PROCESS_START_MEAN,161,1
REFUSED_RATE_DOWN_PAYMENT_MIN,15,1
REFUSED_RATE_DOWN_PAYMENT_MAX,36,1
REFUSED_RATE_DOWN_PAYMENT_MEAN,15,1
REFUSED_DAYS_DECISION_MIN,96,1
REFUSED_DAYS_DECISION_MAX,174,1
REFUSED_DAYS_DECISION_MEAN,84,1
REFUSED_CNT_PAYMENT_MEAN,95,1
REFUSED_CNT_PAYMENT_SUM,59,1
POS_MONTHS_BALANCE_MAX,203,1
POS_MONTHS_BALANCE_MEAN,264,1
POS_MONTHS_BALANCE_SIZE,268,1
POS_SK_DPD_MAX,59,1
POS_SK_DPD_MEAN,69,1
POS_SK_DPD_DEF_MAX,76,1
POS_SK_DPD_DEF_MEAN,154,1
POS_NAME_CONTRACT_STATUS_Active_MEAN,268,1
POS_NAME_CONTRACT_STATUS_Amortized_debt_MEAN,0,1
POS_NAME_CONTRACT_STATUS_Approved_MEAN,0,1
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0,1
POS_NAME_CONTRACT_STATUS_Completed_MEAN,221,1
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0,1
POS_NAME_CONTRACT_STATUS_Returned_to_the_store_MEAN,30,1
POS_NAME_CONTRACT_STATUS_Signed_MEAN,53,1
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,1
POS_NAME_CONTRACT_STATUS_nan_MEAN,0,1
POS_COUNT,14,1
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,72,1
INSTAL_DPD_MAX,84,1
INSTAL_DPD_MEAN,392,1
INSTAL_DPD_SUM,109,1
INSTAL_DBD_MAX,263,1
INSTAL_DBD_MEAN,283,1
INSTAL_DBD_SUM,393,1
INSTAL_PAYMENT_PERC_MAX,24,1
INSTAL_PAYMENT_PERC_MEAN,202,1
INSTAL_PAYMENT_PERC_SUM,169,1
INSTAL_PAYMENT_PERC_VAR,144,1
INSTAL_PAYMENT_DIFF_MAX,203,1
INSTAL_PAYMENT_DIFF_MEAN,194,1
INSTAL_PAYMENT_DIFF_SUM,211,1
INSTAL_PAYMENT_DIFF_VAR,124,1
INSTAL_AMT_INSTALMENT_MAX,264,1
INSTAL_AMT_INSTALMENT_MEAN,159,1
INSTAL_AMT_INSTALMENT_SUM,196,1
INSTAL_AMT_PAYMENT_MIN,284,1
INSTAL_AMT_PAYMENT_MAX,188,1
INSTAL_AMT_PAYMENT_MEAN,258,1
INSTAL_AMT_PAYMENT_SUM,346,1
INSTAL_DAYS_ENTRY_PAYMENT_MAX,461,1
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,249,1
INSTAL_DAYS_ENTRY_PAYMENT_SUM,249,1
INSTAL_COUNT,108,1
CC_MONTHS_BALANCE_MIN,2,1
CC_MONTHS_BALANCE_MAX,4,1
CC_MONTHS_BALANCE_MEAN,22,1
CC_MONTHS_BALANCE_SUM,13,1
CC_MONTHS_BALANCE_VAR,21,1
CC_AMT_BALANCE_MIN,27,1
CC_AMT_BALANCE_MAX,22,1
CC_AMT_BALANCE_MEAN,60,1
CC_AMT_BALANCE_SUM,10,1
CC_AMT_BALANCE_VAR,38,1
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,23,1
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,21,1
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,117,1
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,51,1
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,81,1
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,0,1
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,60,1
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,76,1
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,71,1
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,74,1
CC_AMT_DRAWINGS_CURRENT_MIN,11,1
CC_AMT_DRAWINGS_CURRENT_MAX,26,1
CC_AMT_DRAWINGS_CURRENT_MEAN,38,1
CC_AMT_DRAWINGS_CURRENT_SUM,28,1
CC_AMT_DRAWINGS_CURRENT_VAR,43,1
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,1
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,6,1
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,20,1
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,2,1
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,3,1
CC_AMT_DRAWINGS_POS_CURRENT_MIN,3,1
CC_AMT_DRAWINGS_POS_CURRENT_MAX,34,1
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,27,1
CC_AMT_DRAWINGS_POS_CURRENT_SUM,50,1
CC_AMT_DRAWINGS_POS_CURRENT_VAR,24,1
CC_AMT_INST_MIN_REGULARITY_MIN,2,1
CC_AMT_INST_MIN_REGULARITY_MAX,11,1
CC_AMT_INST_MIN_REGULARITY_MEAN,22,1
CC_AMT_INST_MIN_REGULARITY_SUM,45,1
CC_AMT_INST_MIN_REGULARITY_VAR,51,1
CC_AMT_PAYMENT_CURRENT_MIN,57,1
CC_AMT_PAYMENT_CURRENT_MAX,51,1
CC_AMT_PAYMENT_CURRENT_MEAN,135,1
CC_AMT_PAYMENT_CURRENT_SUM,63,1
CC_AMT_PAYMENT_CURRENT_VAR,113,1
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,14,1
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,44,1
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,82,1
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,44,1
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,34,1
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,19,1
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,42,1
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,37,1
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,39,1
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,41,1
CC_AMT_RECIVABLE_MIN,18,1
CC_AMT_RECIVABLE_MAX,21,1
CC_AMT_RECIVABLE_MEAN,41,1
CC_AMT_RECIVABLE_SUM,11,1
CC_AMT_RECIVABLE_VAR,39,1
CC_AMT_TOTAL_RECEIVABLE_MIN,2,1
CC_AMT_TOTAL_RECEIVABLE_MAX,2,1
CC_AMT_TOTAL_RECEIVABLE_MEAN,8,1
CC_AMT_TOTAL_RECEIVABLE_SUM,4,1
CC_AMT_TOTAL_RECEIVABLE_VAR,5,1
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0,1
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,15,1
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,192,1
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,20,1
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,114,1
CC_CNT_DRAWINGS_CURRENT_MIN,0,1
CC_CNT_DRAWINGS_CURRENT_MAX,54,1
CC_CNT_DRAWINGS_CURRENT_MEAN,89,1
CC_CNT_DRAWINGS_CURRENT_SUM,66,1
CC_CNT_DRAWINGS_CURRENT_VAR,101,1
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,1
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0,1
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,10,1
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0,1
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,5,1
CC_CNT_DRAWINGS_POS_CURRENT_MIN,26,1
CC_CNT_DRAWINGS_POS_CURRENT_MAX,16,1
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,59,1
CC_CNT_DRAWINGS_POS_CURRENT_SUM,28,1
CC_CNT_DRAWINGS_POS_CURRENT_VAR,34,1
CC_CNT_INSTALMENT_MATURE_CUM_MIN,1,1
CC_CNT_INSTALMENT_MATURE_CUM_MAX,6,1
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,23,1
CC_CNT_INSTALMENT_MATURE_CUM_SUM,16,1
CC_CNT_INSTALMENT_MATURE_CUM_VAR,23,1
CC_SK_DPD_MIN,0,1
CC_SK_DPD_MAX,2,1
CC_SK_DPD_MEAN,15,1
CC_SK_DPD_SUM,20,1
CC_SK_DPD_VAR,19,1
CC_SK_DPD_DEF_MIN,0,1
CC_SK_DPD_DEF_MAX,1,1
CC_SK_DPD_DEF_MEAN,40,1
CC_SK_DPD_DEF_SUM,6,1
CC_SK_DPD_DEF_VAR,6,1
CC_NAME_CONTRACT_STATUS_Active_MIN,1,1
CC_NAME_CONTRACT_STATUS_Active_MAX,0,1
CC_NAME_CONTRACT_STATUS_Active_MEAN,7,1
CC_NAME_CONTRACT_STATUS_Active_SUM,24,1
CC_NAME_CONTRACT_STATUS_Active_VAR,13,1
CC_NAME_CONTRACT_STATUS_Approved_MIN,0,1
CC_NAME_CONTRACT_STATUS_Approved_MAX,0,1
CC_NAME_CONTRACT_STATUS_Approved_MEAN,0,1
CC_NAME_CONTRACT_STATUS_Approved_SUM,0,1
CC_NAME_CONTRACT_STATUS_Approved_VAR,0,1
CC_NAME_CONTRACT_STATUS_Completed_MIN,0,1
CC_NAME_CONTRACT_STATUS_Completed_MAX,0,1
CC_NAME_CONTRACT_STATUS_Completed_MEAN,4,1
CC_NAME_CONTRACT_STATUS_Completed_SUM,0,1
CC_NAME_CONTRACT_STATUS_Completed_VAR,0,1
CC_NAME_CONTRACT_STATUS_Demand_MIN,0,1
CC_NAME_CONTRACT_STATUS_Demand_MAX,0,1
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0,1
CC_NAME_CONTRACT_STATUS_Demand_SUM,0,1
CC_NAME_CONTRACT_STATUS_Demand_VAR,0,1
CC_NAME_CONTRACT_STATUS_Refused_MIN,0,1
CC_NAME_CONTRACT_STATUS_Refused_MAX,0,1
CC_NAME_CONTRACT_STATUS_Refused_MEAN,0,1
CC_NAME_CONTRACT_STATUS_Refused_SUM,0,1
CC_NAME_CONTRACT_STATUS_Refused_VAR,0,1
CC_NAME_CONTRACT_STATUS_Sent_proposal_MIN,0,1
CC_NAME_CONTRACT_STATUS_Sent_proposal_MAX,0,1
CC_NAME_CONTRACT_STATUS_Sent_proposal_MEAN,0,1
CC_NAME_CONTRACT_STATUS_Sent_proposal_SUM,0,1
CC_NAME_CONTRACT_STATUS_Sent_proposal_VAR,0,1
CC_NAME_CONTRACT_STATUS_Signed_MIN,0,1
CC_NAME_CONTRACT_STATUS_Signed_MAX,0,1
CC_NAME_CONTRACT_STATUS_Signed_MEAN,0,1
CC_NAME_CONTRACT_STATUS_Signed_SUM,0,1
CC_NAME_CONTRACT_STATUS_Signed_VAR,21,1
CC_NAME_CONTRACT_STATUS_nan_MIN,0,1
CC_NAME_CONTRACT_STATUS_nan_MAX,0,1
CC_NAME_CONTRACT_STATUS_nan_MEAN,0,1
CC_NAME_CONTRACT_STATUS_nan_SUM,0,1
CC_NAME_CONTRACT_STATUS_nan_VAR,0,1
CC_COUNT,6,1
CODE_GENDER,175,2
FLAG_OWN_CAR,15,2
FLAG_OWN_REALTY,8,2
CNT_CHILDREN,16,2
AMT_INCOME_TOTAL,113,2
AMT_CREDIT,292,2
AMT_ANNUITY,537,2
AMT_GOODS_PRICE,286,2
REGION_POPULATION_RELATIVE,284,2
DAYS_BIRTH,698,2
DAYS_EMPLOYED,427,2
DAYS_REGISTRATION,298,2
DAYS_ID_PUBLISH,383,2
OWN_CAR_AGE,248,2
FLAG_MOBIL,0,2
FLAG_EMP_PHONE,0,2
FLAG_WORK_PHONE,70,2
FLAG_CONT_MOBILE,0,2
FLAG_PHONE,30,2
FLAG_EMAIL,0,2
CNT_FAM_MEMBERS,14,2
REGION_RATING_CLIENT,18,2
REGION_RATING_CLIENT_W_CITY,110,2
HOUR_APPR_PROCESS_START,115,2
REG_REGION_NOT_LIVE_REGION,1,2
REG_REGION_NOT_WORK_REGION,9,2
LIVE_REGION_NOT_WORK_REGION,6,2
REG_CITY_NOT_LIVE_CITY,51,2
REG_CITY_NOT_WORK_CITY,4,2
LIVE_CITY_NOT_WORK_CITY,6,2
EXT_SOURCE_1,989,2
EXT_SOURCE_2,798,2
EXT_SOURCE_3,886,2
APARTMENTS_AVG,50,2
BASEMENTAREA_AVG,58,2
YEARS_BEGINEXPLUATATION_AVG,35,2
YEARS_BUILD_AVG,33,2
COMMONAREA_AVG,23,2
ELEVATORS_AVG,10,2
ENTRANCES_AVG,33,2
FLOORSMAX_AVG,28,2
FLOORSMIN_AVG,24,2
LANDAREA_AVG,28,2
LIVINGAPARTMENTS_AVG,26,2
LIVINGAREA_AVG,42,2
NONLIVINGAPARTMENTS_AVG,27,2
NONLIVINGAREA_AVG,55,2
APARTMENTS_MODE,36,2
BASEMENTAREA_MODE,53,2
YEARS_BEGINEXPLUATATION_MODE,68,2
YEARS_BUILD_MODE,33,2
COMMONAREA_MODE,39,2
ELEVATORS_MODE,11,2
ENTRANCES_MODE,31,2
FLOORSMAX_MODE,4,2
FLOORSMIN_MODE,19,2
LANDAREA_MODE,55,2
LIVINGAPARTMENTS_MODE,37,2
LIVINGAREA_MODE,60,2
NONLIVINGAPARTMENTS_MODE,11,2
NONLIVINGAREA_MODE,42,2
APARTMENTS_MEDI,41,2
BASEMENTAREA_MEDI,21,2
YEARS_BEGINEXPLUATATION_MEDI,77,2
YEARS_BUILD_MEDI,19,2
COMMONAREA_MEDI,40,2
ELEVATORS_MEDI,7,2
ENTRANCES_MEDI,28,2
FLOORSMAX_MEDI,9,2
FLOORSMIN_MEDI,8,2
LANDAREA_MEDI,61,2
LIVINGAPARTMENTS_MEDI,23,2
LIVINGAREA_MEDI,20,2
NONLIVINGAPARTMENTS_MEDI,4,2
NONLIVINGAREA_MEDI,32,2
TOTALAREA_MODE,81,2
OBS_30_CNT_SOCIAL_CIRCLE,46,2
DEF_30_CNT_SOCIAL_CIRCLE,76,2
OBS_60_CNT_SOCIAL_CIRCLE,51,2
DEF_60_CNT_SOCIAL_CIRCLE,78,2
DAYS_LAST_PHONE_CHANGE,282,2
FLAG_DOCUMENT_2,0,2
FLAG_DOCUMENT_3,81,2
FLAG_DOCUMENT_4,0,2
FLAG_DOCUMENT_5,2,2
FLAG_DOCUMENT_6,1,2
FLAG_DOCUMENT_7,0,2
FLAG_DOCUMENT_8,11,2
FLAG_DOCUMENT_9,0,2
FLAG_DOCUMENT_10,0,2
FLAG_DOCUMENT_11,9,2
FLAG_DOCUMENT_12,0,2
FLAG_DOCUMENT_13,0,2
FLAG_DOCUMENT_14,0,2
FLAG_DOCUMENT_15,0,2
FLAG_DOCUMENT_16,25,2
FLAG_DOCUMENT_17,0,2
FLAG_DOCUMENT_18,32,2
FLAG_DOCUMENT_19,0,2
FLAG_DOCUMENT_20,0,2
FLAG_DOCUMENT_21,0,2
AMT_REQ_CREDIT_BUREAU_HOUR,0,2
AMT_REQ_CREDIT_BUREAU_DAY,5,2
AMT_REQ_CREDIT_BUREAU_WEEK,5,2
AMT_REQ_CREDIT_BUREAU_MON,27,2
AMT_REQ_CREDIT_BUREAU_QRT,62,2
AMT_REQ_CREDIT_BUREAU_YEAR,61,2
NAME_CONTRACT_TYPE_Cash_loans,66,2
NAME_CONTRACT_TYPE_Revolving_loans,5,2
NAME_TYPE_SUITE_Children,0,2
NAME_TYPE_SUITE_Family,1,2
NAME_TYPE_SUITE_Group_of_people,0,2
NAME_TYPE_SUITE_Other_A,0,2
NAME_TYPE_SUITE_Other_B,15,2
NAME_TYPE_SUITE_Spouse__partner,9,2
NAME_TYPE_SUITE_Unaccompanied,4,2
NAME_INCOME_TYPE_Businessman,0,2
NAME_INCOME_TYPE_Commercial_associate,10,2
NAME_INCOME_TYPE_Maternity_leave,0,2
NAME_INCOME_TYPE_Pensioner,0,2
NAME_INCOME_TYPE_State_servant,32,2
NAME_INCOME_TYPE_Student,0,2
NAME_INCOME_TYPE_Unemployed,0,2
NAME_INCOME_TYPE_Working,42,2
NAME_EDUCATION_TYPE_Academic_degree,0,2
NAME_EDUCATION_TYPE_Higher_education,77,2
NAME_EDUCATION_TYPE_Incomplete_higher,8,2
NAME_EDUCATION_TYPE_Lower_secondary,8,2
NAME_EDUCATION_TYPE_Secondary___secondary_special,49,2
NAME_FAMILY_STATUS_Civil_marriage,3,2
NAME_FAMILY_STATUS_Married,143,2
NAME_FAMILY_STATUS_Separated,4,2
NAME_FAMILY_STATUS_Single___not_married,14,2
NAME_FAMILY_STATUS_Unknown,0,2
NAME_FAMILY_STATUS_Widow,4,2
NAME_HOUSING_TYPE_Co_op_apartment,0,2
NAME_HOUSING_TYPE_House___apartment,17,2
NAME_HOUSING_TYPE_Municipal_apartment,9,2
NAME_HOUSING_TYPE_Office_apartment,26,2
NAME_HOUSING_TYPE_Rented_apartment,3,2
NAME_HOUSING_TYPE_With_parents,2,2
OCCUPATION_TYPE_Accountants,25,2
OCCUPATION_TYPE_Cleaning_staff,0,2
OCCUPATION_TYPE_Cooking_staff,0,2
OCCUPATION_TYPE_Core_staff,33,2
OCCUPATION_TYPE_Drivers,29,2
OCCUPATION_TYPE_HR_staff,0,2
OCCUPATION_TYPE_High_skill_tech_staff,22,2
OCCUPATION_TYPE_IT_staff,0,2
OCCUPATION_TYPE_Laborers,25,2
OCCUPATION_TYPE_Low_skill_Laborers,4,2
OCCUPATION_TYPE_Managers,1,2
OCCUPATION_TYPE_Medicine_staff,21,2
OCCUPATION_TYPE_Private_service_staff,0,2
OCCUPATION_TYPE_Realty_agents,0,2
OCCUPATION_TYPE_Sales_staff,11,2
OCCUPATION_TYPE_Secretaries,0,2
OCCUPATION_TYPE_Security_staff,0,2
OCCUPATION_TYPE_Waiters_barmen_staff,1,2
WEEKDAY_APPR_PROCESS_START_FRIDAY,13,2
WEEKDAY_APPR_PROCESS_START_MONDAY,17,2
WEEKDAY_APPR_PROCESS_START_SATURDAY,11,2
WEEKDAY_APPR_PROCESS_START_SUNDAY,4,2
WEEKDAY_APPR_PROCESS_START_THURSDAY,4,2
WEEKDAY_APPR_PROCESS_START_TUESDAY,6,2
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,17,2
ORGANIZATION_TYPE_Advertising,0,2
ORGANIZATION_TYPE_Agriculture,0,2
ORGANIZATION_TYPE_Bank,14,2
ORGANIZATION_TYPE_Business_Entity_Type_1,1,2
ORGANIZATION_TYPE_Business_Entity_Type_2,1,2
ORGANIZATION_TYPE_Business_Entity_Type_3,30,2
ORGANIZATION_TYPE_Cleaning,0,2
ORGANIZATION_TYPE_Construction,39,2
ORGANIZATION_TYPE_Culture,0,2
ORGANIZATION_TYPE_Electricity,0,2
ORGANIZATION_TYPE_Emergency,0,2
ORGANIZATION_TYPE_Government,4,2
ORGANIZATION_TYPE_Hotel,0,2
ORGANIZATION_TYPE_Housing,0,2
ORGANIZATION_TYPE_Industry__type_1,0,2
ORGANIZATION_TYPE_Industry__type_10,0,2
ORGANIZATION_TYPE_Industry__type_11,3,2
ORGANIZATION_TYPE_Industry__type_12,0,2
ORGANIZATION_TYPE_Industry__type_13,0,2
ORGANIZATION_TYPE_Industry__type_2,0,2
ORGANIZATION_TYPE_Industry__type_3,2,2
ORGANIZATION_TYPE_Industry__type_4,0,2
ORGANIZATION_TYPE_Industry__type_5,0,2
ORGANIZATION_TYPE_Industry__type_6,0,2
ORGANIZATION_TYPE_Industry__type_7,0,2
ORGANIZATION_TYPE_Industry__type_8,0,2
ORGANIZATION_TYPE_Industry__type_9,39,2
ORGANIZATION_TYPE_Insurance,0,2
ORGANIZATION_TYPE_Kindergarten,12,2
ORGANIZATION_TYPE_Legal_Services,0,2
ORGANIZATION_TYPE_Medicine,6,2
ORGANIZATION_TYPE_Military,43,2
ORGANIZATION_TYPE_Mobile,0,2
ORGANIZATION_TYPE_Other,0,2
ORGANIZATION_TYPE_Police,28,2
ORGANIZATION_TYPE_Postal,0,2
ORGANIZATION_TYPE_Realtor,0,2
ORGANIZATION_TYPE_Religion,0,2
ORGANIZATION_TYPE_Restaurant,0,2
ORGANIZATION_TYPE_School,36,2
ORGANIZATION_TYPE_Security,0,2
ORGANIZATION_TYPE_Security_Ministries,13,2
ORGANIZATION_TYPE_Self_employed,57,2
ORGANIZATION_TYPE_Services,0,2
ORGANIZATION_TYPE_Telecom,0,2
ORGANIZATION_TYPE_Trade__type_1,0,2
ORGANIZATION_TYPE_Trade__type_2,9,2
ORGANIZATION_TYPE_Trade__type_3,5,2
ORGANIZATION_TYPE_Trade__type_4,0,2
ORGANIZATION_TYPE_Trade__type_5,0,2
ORGANIZATION_TYPE_Trade__type_6,0,2
ORGANIZATION_TYPE_Trade__type_7,1,2
ORGANIZATION_TYPE_Transport__type_1,0,2
ORGANIZATION_TYPE_Transport__type_2,0,2
ORGANIZATION_TYPE_Transport__type_3,42,2
ORGANIZATION_TYPE_Transport__type_4,0,2
ORGANIZATION_TYPE_University,0,2
ORGANIZATION_TYPE_XNA,0,2
FONDKAPREMONT_MODE_not_specified,0,2
FONDKAPREMONT_MODE_org_spec_account,0,2
FONDKAPREMONT_MODE_reg_oper_account,2,2
FONDKAPREMONT_MODE_reg_oper_spec_account,1,2
HOUSETYPE_MODE_block_of_flats,0,2
HOUSETYPE_MODE_specific_housing,0,2
HOUSETYPE_MODE_terraced_house,0,2
WALLSMATERIAL_MODE_Block,3,2
WALLSMATERIAL_MODE_Mixed,0,2
WALLSMATERIAL_MODE_Monolithic,0,2
WALLSMATERIAL_MODE_Others,7,2
WALLSMATERIAL_MODE_Panel,8,2
WALLSMATERIAL_MODE_Stone__brick,32,2
WALLSMATERIAL_MODE_Wooden,0,2
EMERGENCYSTATE_MODE_No,0,2
EMERGENCYSTATE_MODE_Yes,0,2
DAYS_EMPLOYED_PERC,340,2
INCOME_CREDIT_PERC,216,2
INCOME_PER_PERSON,138,2
ANNUITY_INCOME_PERC,368,2
PAYMENT_RATE,994,2
BURO_DAYS_CREDIT_MIN,120,2
