feature,importance,fold
PREV_PRODUCT_COMBINATION_POS_household_with_interest_MEAN,64,5
PREV_PRODUCT_COMBINATION_POS_household_without_interest_MEAN,15,5
PREV_PRODUCT_COMBINATION_POS_industry_with_interest_MEAN,59,5
PREV_PRODUCT_COMBINATION_POS_industry_without_interest_MEAN,6,5
PREV_PRODUCT_COMBINATION_POS_mobile_with_interest_MEAN,32,5
PREV_PRODUCT_COMBINATION_POS_mobile_without_interest_MEAN,16,5
PREV_PRODUCT_COMBINATION_POS_other_with_interest_MEAN,13,5
PREV_PRODUCT_COMBINATION_POS_others_without_interest_MEAN,0,5
PREV_PRODUCT_COMBINATION_nan_MEAN,0,5
APPROVED_AMT_ANNUITY_MIN,119,5
APPROVED_AMT_ANNUITY_MAX,98,5
APPROVED_AMT_ANNUITY_MEAN,172,5
APPROVED_AMT_APPLICATION_MIN,76,5
APPROVED_AMT_APPLICATION_MAX,40,5
APPROVED_AMT_APPLICATION_MEAN,59,5
APPROVED_AMT_CREDIT_MIN,127,5
APPROVED_AMT_CREDIT_MAX,139,5
APPROVED_AMT_CREDIT_MEAN,67,5
APPROVED_APP_CREDIT_PERC_MIN,121,5
APPROVED_APP_CREDIT_PERC_MAX,95,5
APPROVED_APP_CREDIT_PERC_MEAN,105,5
APPROVED_APP_CREDIT_PERC_VAR,182,5
APPROVED_AMT_DOWN_PAYMENT_MIN,38,5
APPROVED_AMT_DOWN_PAYMENT_MAX,153,5
APPROVED_AMT_DOWN_PAYMENT_MEAN,120,5
APPROVED_AMT_GOODS_PRICE_MIN,92,5
APPROVED_AMT_GOODS_PRICE_MAX,47,5
APPROVED_AMT_GOODS_PRICE_MEAN,46,5
APPROVED_HOUR_APPR_PROCESS_START_MIN,51,5
APPROVED_HOUR_APPR_PROCESS_START_MAX,79,5
APPROVED_HOUR_APPR_PROCESS_START_MEAN,126,5
APPROVED_RATE_DOWN_PAYMENT_MIN,33,5
APPROVED_RATE_DOWN_PAYMENT_MAX,71,5
APPROVED_RATE_DOWN_PAYMENT_MEAN,70,5
APPROVED_DAYS_DECISION_MIN,77,5
APPROVED_DAYS_DECISION_MAX,220,5
APPROVED_DAYS_DECISION_MEAN,151,5
APPROVED_CNT_PAYMENT_MEAN,419,5
APPROVED_CNT_PAYMENT_SUM,203,5
REFUSED_AMT_ANNUITY_MIN,64,5
REFUSED_AMT_ANNUITY_MAX,65,5
REFUSED_AMT_ANNUITY_MEAN,43,5
REFUSED_AMT_APPLICATION_MIN,44,5
REFUSED_AMT_APPLICATION_MAX,34,5
REFUSED_AMT_APPLICATION_MEAN,49,5
REFUSED_AMT_CREDIT_MIN,97,5
REFUSED_AMT_CREDIT_MAX,51,5
REFUSED_AMT_CREDIT_MEAN,46,5
REFUSED_APP_CREDIT_PERC_MIN,75,5
REFUSED_APP_CREDIT_PERC_MAX,43,5
REFUSED_APP_CREDIT_PERC_MEAN,65,5
REFUSED_APP_CREDIT_PERC_VAR,63,5
REFUSED_AMT_DOWN_PAYMENT_MIN,8,5
REFUSED_AMT_DOWN_PAYMENT_MAX,18,5
REFUSED_AMT_DOWN_PAYMENT_MEAN,9,5
REFUSED_AMT_GOODS_PRICE_MIN,41,5
REFUSED_AMT_GOODS_PRICE_MAX,27,5
REFUSED_AMT_GOODS_PRICE_MEAN,50,5
REFUSED_HOUR_APPR_PROCESS_START_MIN,45,5
REFUSED_HOUR_APPR_PROCESS_START_MAX,34,5
REFUSED_HOUR_APPR_PROCESS_START_MEAN,57,5
REFUSED_RATE_DOWN_PAYMENT_MIN,45,5
REFUSED_RATE_DOWN_PAYMENT_MAX,17,5
REFUSED_RATE_DOWN_PAYMENT_MEAN,19,5
REFUSED_DAYS_DECISION_MIN,82,5
REFUSED_DAYS_DECISION_MAX,145,5
REFUSED_DAYS_DECISION_MEAN,47,5
REFUSED_CNT_PAYMENT_MEAN,56,5
REFUSED_CNT_PAYMENT_SUM,38,5
POS_MONTHS_BALANCE_MAX,139,5
POS_MONTHS_BALANCE_MEAN,195,5
POS_MONTHS_BALANCE_SIZE,283,5
POS_SK_DPD_MAX,28,5
POS_SK_DPD_MEAN,84,5
POS_SK_DPD_DEF_MAX,48,5
POS_SK_DPD_DEF_MEAN,170,5
POS_NAME_CONTRACT_STATUS_Active_MEAN,193,5
POS_NAME_CONTRACT_STATUS_Amortized_debt_MEAN,0,5
POS_NAME_CONTRACT_STATUS_Approved_MEAN,3,5
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0,5
POS_NAME_CONTRACT_STATUS_Completed_MEAN,131,5
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0,5
POS_NAME_CONTRACT_STATUS_Returned_to_the_store_MEAN,30,5
POS_NAME_CONTRACT_STATUS_Signed_MEAN,47,5
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,5
POS_NAME_CONTRACT_STATUS_nan_MEAN,0,5
POS_COUNT,10,5
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,86,5
INSTAL_DPD_MAX,106,5
INSTAL_DPD_MEAN,355,5
INSTAL_DPD_SUM,80,5
INSTAL_DBD_MAX,208,5
INSTAL_DBD_MEAN,211,5
INSTAL_DBD_SUM,287,5
INSTAL_PAYMENT_PERC_MAX,2,5
INSTAL_PAYMENT_PERC_MEAN,194,5
INSTAL_PAYMENT_PERC_SUM,110,5
INSTAL_PAYMENT_PERC_VAR,113,5
INSTAL_PAYMENT_DIFF_MAX,156,5
INSTAL_PAYMENT_DIFF_MEAN,145,5
INSTAL_PAYMENT_DIFF_SUM,166,5
INSTAL_PAYMENT_DIFF_VAR,85,5
INSTAL_AMT_INSTALMENT_MAX,122,5
INSTAL_AMT_INSTALMENT_MEAN,102,5
INSTAL_AMT_INSTALMENT_SUM,124,5
INSTAL_AMT_PAYMENT_MIN,229,5
INSTAL_AMT_PAYMENT_MAX,116,5
INSTAL_AMT_PAYMENT_MEAN,176,5
INSTAL_AMT_PAYMENT_SUM,289,5
INSTAL_DAYS_ENTRY_PAYMENT_MAX,376,5
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,163,5
INSTAL_DAYS_ENTRY_PAYMENT_SUM,179,5
INSTAL_COUNT,91,5
CC_MONTHS_BALANCE_MIN,2,5
CC_MONTHS_BALANCE_MAX,1,5
CC_MONTHS_BALANCE_MEAN,16,5
CC_MONTHS_BALANCE_SUM,13,5
CC_MONTHS_BALANCE_VAR,11,5
CC_AMT_BALANCE_MIN,36,5
CC_AMT_BALANCE_MAX,22,5
CC_AMT_BALANCE_MEAN,52,5
CC_AMT_BALANCE_SUM,17,5
CC_AMT_BALANCE_VAR,27,5
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,24,5
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,8,5
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,92,5
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,42,5
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,42,5
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,0,5
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,31,5
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,36,5
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,39,5
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,24,5
CC_AMT_DRAWINGS_CURRENT_MIN,14,5
CC_AMT_DRAWINGS_CURRENT_MAX,18,5
CC_AMT_DRAWINGS_CURRENT_MEAN,43,5
CC_AMT_DRAWINGS_CURRENT_SUM,16,5
CC_AMT_DRAWINGS_CURRENT_VAR,28,5
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,5
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,4,5
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,9,5
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,10,5
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,17,5
CC_AMT_DRAWINGS_POS_CURRENT_MIN,10,5
CC_AMT_DRAWINGS_POS_CURRENT_MAX,27,5
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,11,5
CC_AMT_DRAWINGS_POS_CURRENT_SUM,56,5
CC_AMT_DRAWINGS_POS_CURRENT_VAR,26,5
CC_AMT_INST_MIN_REGULARITY_MIN,2,5
CC_AMT_INST_MIN_REGULARITY_MAX,15,5
CC_AMT_INST_MIN_REGULARITY_MEAN,15,5
CC_AMT_INST_MIN_REGULARITY_SUM,27,5
CC_AMT_INST_MIN_REGULARITY_VAR,48,5
CC_AMT_PAYMENT_CURRENT_MIN,40,5
CC_AMT_PAYMENT_CURRENT_MAX,44,5
CC_AMT_PAYMENT_CURRENT_MEAN,113,5
CC_AMT_PAYMENT_CURRENT_SUM,62,5
CC_AMT_PAYMENT_CURRENT_VAR,60,5
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,15,5
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,27,5
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,64,5
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,23,5
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,18,5
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,16,5
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,20,5
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,49,5
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,12,5
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,20,5
CC_AMT_RECIVABLE_MIN,14,5
CC_AMT_RECIVABLE_MAX,23,5
CC_AMT_RECIVABLE_MEAN,25,5
CC_AMT_RECIVABLE_SUM,10,5
CC_AMT_RECIVABLE_VAR,24,5
CC_AMT_TOTAL_RECEIVABLE_MIN,3,5
CC_AMT_TOTAL_RECEIVABLE_MAX,11,5
CC_AMT_TOTAL_RECEIVABLE_MEAN,12,5
CC_AMT_TOTAL_RECEIVABLE_SUM,0,5
CC_AMT_TOTAL_RECEIVABLE_VAR,9,5
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0,5
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,21,5
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,188,5
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,25,5
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,93,5
CC_CNT_DRAWINGS_CURRENT_MIN,1,5
CC_CNT_DRAWINGS_CURRENT_MAX,58,5
CC_CNT_DRAWINGS_CURRENT_MEAN,110,5
CC_CNT_DRAWINGS_CURRENT_SUM,29,5
CC_CNT_DRAWINGS_CURRENT_VAR,104,5
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,5
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,2,5
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,2,5
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0,5
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,1,5
CC_CNT_DRAWINGS_POS_CURRENT_MIN,13,5
CC_CNT_DRAWINGS_POS_CURRENT_MAX,33,5
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,20,5
CC_CNT_DRAWINGS_POS_CURRENT_SUM,18,5
CC_CNT_DRAWINGS_POS_CURRENT_VAR,26,5
CC_CNT_INSTALMENT_MATURE_CUM_MIN,0,5
CC_CNT_INSTALMENT_MATURE_CUM_MAX,6,5
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,20,5
CC_CNT_INSTALMENT_MATURE_CUM_SUM,19,5
CC_CNT_INSTALMENT_MATURE_CUM_VAR,10,5
CC_SK_DPD_MIN,0,5
CC_SK_DPD_MAX,4,5
CC_SK_DPD_MEAN,6,5
CC_SK_DPD_SUM,1,5
CC_SK_DPD_VAR,9,5
CC_SK_DPD_DEF_MIN,0,5
CC_SK_DPD_DEF_MAX,0,5
CC_SK_DPD_DEF_MEAN,33,5
CC_SK_DPD_DEF_SUM,0,5
CC_SK_DPD_DEF_VAR,15,5
CC_NAME_CONTRACT_STATUS_Active_MIN,0,5
CC_NAME_CONTRACT_STATUS_Active_MAX,0,5
CC_NAME_CONTRACT_STATUS_Active_MEAN,7,5
CC_NAME_CONTRACT_STATUS_Active_SUM,7,5
CC_NAME_CONTRACT_STATUS_Active_VAR,16,5
CC_NAME_CONTRACT_STATUS_Approved_MIN,0,5
CC_NAME_CONTRACT_STATUS_Approved_MAX,0,5
CC_NAME_CONTRACT_STATUS_Approved_MEAN,0,5
CC_NAME_CONTRACT_STATUS_Approved_SUM,0,5
CC_NAME_CONTRACT_STATUS_Approved_VAR,0,5
CC_NAME_CONTRACT_STATUS_Completed_MIN,0,5
CC_NAME_CONTRACT_STATUS_Completed_MAX,1,5
CC_NAME_CONTRACT_STATUS_Completed_MEAN,7,5
CC_NAME_CONTRACT_STATUS_Completed_SUM,1,5
CC_NAME_CONTRACT_STATUS_Completed_VAR,1,5
CC_NAME_CONTRACT_STATUS_Demand_MIN,0,5
CC_NAME_CONTRACT_STATUS_Demand_MAX,0,5
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0,5
CC_NAME_CONTRACT_STATUS_Demand_SUM,0,5
CC_NAME_CONTRACT_STATUS_Demand_VAR,0,5
CC_NAME_CONTRACT_STATUS_Refused_MIN,0,5
CC_NAME_CONTRACT_STATUS_Refused_MAX,0,5
CC_NAME_CONTRACT_STATUS_Refused_MEAN,0,5
CC_NAME_CONTRACT_STATUS_Refused_SUM,0,5
CC_NAME_CONTRACT_STATUS_Refused_VAR,0,5
CC_NAME_CONTRACT_STATUS_Sent_proposal_MIN,0,5
CC_NAME_CONTRACT_STATUS_Sent_proposal_MAX,0,5
CC_NAME_CONTRACT_STATUS_Sent_proposal_MEAN,0,5
CC_NAME_CONTRACT_STATUS_Sent_proposal_SUM,0,5
CC_NAME_CONTRACT_STATUS_Sent_proposal_VAR,0,5
CC_NAME_CONTRACT_STATUS_Signed_MIN,0,5
CC_NAME_CONTRACT_STATUS_Signed_MAX,0,5
CC_NAME_CONTRACT_STATUS_Signed_MEAN,0,5
CC_NAME_CONTRACT_STATUS_Signed_SUM,0,5
CC_NAME_CONTRACT_STATUS_Signed_VAR,0,5
CC_NAME_CONTRACT_STATUS_nan_MIN,0,5
CC_NAME_CONTRACT_STATUS_nan_MAX,0,5
CC_NAME_CONTRACT_STATUS_nan_MEAN,0,5
CC_NAME_CONTRACT_STATUS_nan_SUM,0,5
CC_NAME_CONTRACT_STATUS_nan_VAR,0,5
CC_COUNT,3,5
CODE_GENDER,186,6
FLAG_OWN_CAR,5,6
FLAG_OWN_REALTY,14,6
CNT_CHILDREN,19,6
AMT_INCOME_TOTAL,134,6
AMT_CREDIT,372,6
AMT_ANNUITY,559,6
AMT_GOODS_PRICE,358,6
REGION_POPULATION_RELATIVE,314,6
DAYS_BIRTH,725,6
DAYS_EMPLOYED,564,6
DAYS_REGISTRATION,340,6
DAYS_ID_PUBLISH,399,6
OWN_CAR_AGE,299,6
FLAG_MOBIL,0,6
FLAG_EMP_PHONE,0,6
FLAG_WORK_PHONE,96,6
FLAG_CONT_MOBILE,0,6
FLAG_PHONE,37,6
FLAG_EMAIL,2,6
CNT_FAM_MEMBERS,35,6
REGION_RATING_CLIENT,10,6
REGION_RATING_CLIENT_W_CITY,115,6
HOUR_APPR_PROCESS_START,133,6
REG_REGION_NOT_LIVE_REGION,1,6
REG_REGION_NOT_WORK_REGION,8,6
LIVE_REGION_NOT_WORK_REGION,2,6
REG_CITY_NOT_LIVE_CITY,62,6
REG_CITY_NOT_WORK_CITY,10,6
LIVE_CITY_NOT_WORK_CITY,26,6
EXT_SOURCE_1,1032,6
EXT_SOURCE_2,932,6
EXT_SOURCE_3,975,6
APARTMENTS_AVG,55,6
BASEMENTAREA_AVG,47,6
YEARS_BEGINEXPLUATATION_AVG,65,6
YEARS_BUILD_AVG,50,6
COMMONAREA_AVG,52,6
ELEVATORS_AVG,19,6
ENTRANCES_AVG,51,6
FLOORSMAX_AVG,31,6
FLOORSMIN_AVG,25,6
LANDAREA_AVG,70,6
LIVINGAPARTMENTS_AVG,31,6
LIVINGAREA_AVG,57,6
NONLIVINGAPARTMENTS_AVG,30,6
NONLIVINGAREA_AVG,58,6
APARTMENTS_MODE,73,6
BASEMENTAREA_MODE,77,6
YEARS_BEGINEXPLUATATION_MODE,75,6
YEARS_BUILD_MODE,61,6
COMMONAREA_MODE,40,6
ELEVATORS_MODE,7,6
ENTRANCES_MODE,23,6
FLOORSMAX_MODE,7,6
FLOORSMIN_MODE,12,6
LANDAREA_MODE,69,6
LIVINGAPARTMENTS_MODE,33,6
LIVINGAREA_MODE,47,6
NONLIVINGAPARTMENTS_MODE,11,6
NONLIVINGAREA_MODE,47,6
APARTMENTS_MEDI,43,6
BASEMENTAREA_MEDI,43,6
YEARS_BEGINEXPLUATATION_MEDI,50,6
YEARS_BUILD_MEDI,27,6
COMMONAREA_MEDI,35,6
ELEVATORS_MEDI,3,6
ENTRANCES_MEDI,36,6
FLOORSMAX_MEDI,5,6
FLOORSMIN_MEDI,17,6
LANDAREA_MEDI,58,6
LIVINGAPARTMENTS_MEDI,24,6
LIVINGAREA_MEDI,43,6
NONLIVINGAPARTMENTS_MEDI,13,6
NONLIVINGAREA_MEDI,43,6
TOTALAREA_MODE,116,6
OBS_30_CNT_SOCIAL_CIRCLE,45,6
DEF_30_CNT_SOCIAL_CIRCLE,88,6
OBS_60_CNT_SOCIAL_CIRCLE,68,6
DEF_60_CNT_SOCIAL_CIRCLE,84,6
DAYS_LAST_PHONE_CHANGE,306,6
FLAG_DOCUMENT_2,0,6
FLAG_DOCUMENT_3,67,6
FLAG_DOCUMENT_4,0,6
FLAG_DOCUMENT_5,0,6
FLAG_DOCUMENT_6,3,6
FLAG_DOCUMENT_7,0,6
FLAG_DOCUMENT_8,4,6
FLAG_DOCUMENT_9,0,6
FLAG_DOCUMENT_10,0,6
FLAG_DOCUMENT_11,10,6
FLAG_DOCUMENT_12,0,6
FLAG_DOCUMENT_13,2,6
FLAG_DOCUMENT_14,0,6
FLAG_DOCUMENT_15,0,6
FLAG_DOCUMENT_16,29,6
FLAG_DOCUMENT_17,0,6
FLAG_DOCUMENT_18,40,6
FLAG_DOCUMENT_19,0,6
FLAG_DOCUMENT_20,0,6
FLAG_DOCUMENT_21,0,6
AMT_REQ_CREDIT_BUREAU_HOUR,0,6
AMT_REQ_CREDIT_BUREAU_DAY,20,6
AMT_REQ_CREDIT_BUREAU_WEEK,20,6
AMT_REQ_CREDIT_BUREAU_MON,25,6
AMT_REQ_CREDIT_BUREAU_QRT,53,6
AMT_REQ_CREDIT_BUREAU_YEAR,68,6
NAME_CONTRACT_TYPE_Cash_loans,80,6
NAME_CONTRACT_TYPE_Revolving_loans,4,6
NAME_TYPE_SUITE_Children,0,6
NAME_TYPE_SUITE_Family,0,6
NAME_TYPE_SUITE_Group_of_people,0,6
NAME_TYPE_SUITE_Other_A,0,6
NAME_TYPE_SUITE_Other_B,11,6
NAME_TYPE_SUITE_Spouse__partner,14,6
NAME_TYPE_SUITE_Unaccompanied,7,6
NAME_INCOME_TYPE_Businessman,0,6
NAME_INCOME_TYPE_Commercial_associate,17,6
NAME_INCOME_TYPE_Maternity_leave,0,6
NAME_INCOME_TYPE_Pensioner,0,6
NAME_INCOME_TYPE_State_servant,36,6
NAME_INCOME_TYPE_Student,0,6
NAME_INCOME_TYPE_Unemployed,0,6
NAME_INCOME_TYPE_Working,24,6
NAME_EDUCATION_TYPE_Academic_degree,0,6
NAME_EDUCATION_TYPE_Higher_education,73,6
NAME_EDUCATION_TYPE_Incomplete_higher,11,6
NAME_EDUCATION_TYPE_Lower_secondary,15,6
NAME_EDUCATION_TYPE_Secondary___secondary_special,53,6
NAME_FAMILY_STATUS_Civil_marriage,3,6
NAME_FAMILY_STATUS_Married,125,6
NAME_FAMILY_STATUS_Separated,5,6
NAME_FAMILY_STATUS_Single___not_married,32,6
NAME_FAMILY_STATUS_Unknown,0,6
NAME_FAMILY_STATUS_Widow,4,6
NAME_HOUSING_TYPE_Co_op_apartment,0,6
NAME_HOUSING_TYPE_House___apartment,19,6
NAME_HOUSING_TYPE_Municipal_apartment,16,6
NAME_HOUSING_TYPE_Office_apartment,27,6
NAME_HOUSING_TYPE_Rented_apartment,1,6
NAME_HOUSING_TYPE_With_parents,4,6
OCCUPATION_TYPE_Accountants,25,6
OCCUPATION_TYPE_Cleaning_staff,0,6
OCCUPATION_TYPE_Cooking_staff,0,6
OCCUPATION_TYPE_Core_staff,43,6
OCCUPATION_TYPE_Drivers,23,6
OCCUPATION_TYPE_HR_staff,0,6
OCCUPATION_TYPE_High_skill_tech_staff,38,6
OCCUPATION_TYPE_IT_staff,0,6
OCCUPATION_TYPE_Laborers,24,6
OCCUPATION_TYPE_Low_skill_Laborers,4,6
OCCUPATION_TYPE_Managers,2,6
OCCUPATION_TYPE_Medicine_staff,27,6
OCCUPATION_TYPE_Private_service_staff,0,6
OCCUPATION_TYPE_Realty_agents,0,6
OCCUPATION_TYPE_Sales_staff,11,6
OCCUPATION_TYPE_Secretaries,0,6
OCCUPATION_TYPE_Security_staff,0,6
OCCUPATION_TYPE_Waiters_barmen_staff,0,6
WEEKDAY_APPR_PROCESS_START_FRIDAY,8,6
WEEKDAY_APPR_PROCESS_START_MONDAY,29,6
WEEKDAY_APPR_PROCESS_START_SATURDAY,25,6
WEEKDAY_APPR_PROCESS_START_SUNDAY,8,6
WEEKDAY_APPR_PROCESS_START_THURSDAY,2,6
WEEKDAY_APPR_PROCESS_START_TUESDAY,11,6
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,19,6
ORGANIZATION_TYPE_Advertising,0,6
ORGANIZATION_TYPE_Agriculture,0,6
ORGANIZATION_TYPE_Bank,27,6
ORGANIZATION_TYPE_Business_Entity_Type_1,1,6
ORGANIZATION_TYPE_Business_Entity_Type_2,0,6
ORGANIZATION_TYPE_Business_Entity_Type_3,36,6
ORGANIZATION_TYPE_Cleaning,0,6
ORGANIZATION_TYPE_Construction,46,6
ORGANIZATION_TYPE_Culture,0,6
ORGANIZATION_TYPE_Electricity,0,6
ORGANIZATION_TYPE_Emergency,0,6
ORGANIZATION_TYPE_Government,5,6
ORGANIZATION_TYPE_Hotel,2,6
ORGANIZATION_TYPE_Housing,0,6
ORGANIZATION_TYPE_Industry__type_1,0,6
ORGANIZATION_TYPE_Industry__type_10,0,6
ORGANIZATION_TYPE_Industry__type_11,0,6
ORGANIZATION_TYPE_Industry__type_12,0,6
ORGANIZATION_TYPE_Industry__type_13,0,6
ORGANIZATION_TYPE_Industry__type_2,0,6
ORGANIZATION_TYPE_Industry__type_3,0,6
ORGANIZATION_TYPE_Industry__type_4,0,6
ORGANIZATION_TYPE_Industry__type_5,0,6
ORGANIZATION_TYPE_Industry__type_6,0,6
ORGANIZATION_TYPE_Industry__type_7,0,6
ORGANIZATION_TYPE_Industry__type_8,0,6
ORGANIZATION_TYPE_Industry__type_9,41,6
ORGANIZATION_TYPE_Insurance,0,6
ORGANIZATION_TYPE_Kindergarten,13,6
ORGANIZATION_TYPE_Legal_Services,0,6
ORGANIZATION_TYPE_Medicine,8,6
ORGANIZATION_TYPE_Military,46,6
ORGANIZATION_TYPE_Mobile,0,6
ORGANIZATION_TYPE_Other,1,6
ORGANIZATION_TYPE_Police,30,6
ORGANIZATION_TYPE_Postal,0,6
ORGANIZATION_TYPE_Realtor,0,6
ORGANIZATION_TYPE_Religion,0,6
ORGANIZATION_TYPE_Restaurant,5,6
ORGANIZATION_TYPE_School,43,6
ORGANIZATION_TYPE_Security,0,6
ORGANIZATION_TYPE_Security_Ministries,16,6
ORGANIZATION_TYPE_Self_employed,63,6
ORGANIZATION_TYPE_Services,0,6
ORGANIZATION_TYPE_Telecom,0,6
ORGANIZATION_TYPE_Trade__type_1,0,6
ORGANIZATION_TYPE_Trade__type_2,0,6
ORGANIZATION_TYPE_Trade__type_3,1,6
ORGANIZATION_TYPE_Trade__type_4,0,6
ORGANIZATION_TYPE_Trade__type_5,0,6
ORGANIZATION_TYPE_Trade__type_6,0,6
ORGANIZATION_TYPE_Trade__type_7,3,6
ORGANIZATION_TYPE_Transport__type_1,0,6
ORGANIZATION_TYPE_Transport__type_2,0,6
ORGANIZATION_TYPE_Transport__type_3,41,6
ORGANIZATION_TYPE_Transport__type_4,0,6
ORGANIZATION_TYPE_University,0,6
ORGANIZATION_TYPE_XNA,0,6
FONDKAPREMONT_MODE_not_specified,2,6
FONDKAPREMONT_MODE_org_spec_account,6,6
FONDKAPREMONT_MODE_reg_oper_account,1,6
FONDKAPREMONT_MODE_reg_oper_spec_account,17,6
HOUSETYPE_MODE_block_of_flats,0,6
HOUSETYPE_MODE_specific_housing,3,6
HOUSETYPE_MODE_terraced_house,0,6
WALLSMATERIAL_MODE_Block,1,6
WALLSMATERIAL_MODE_Mixed,0,6
WALLSMATERIAL_MODE_Monolithic,0,6
WALLSMATERIAL_MODE_Others,11,6
WALLSMATERIAL_MODE_Panel,14,6
WALLSMATERIAL_MODE_Stone__brick,28,6
WALLSMATERIAL_MODE_Wooden,0,6
EMERGENCYSTATE_MODE_No,0,6
EMERGENCYSTATE_MODE_Yes,0,6
DAYS_EMPLOYED_PERC,350,6
INCOME_CREDIT_PERC,278,6
INCOME_PER_PERSON,181,6
ANNUITY_INCOME_PERC,365,6
PAYMENT_RATE,1041,6
BURO_DAYS_CREDIT_MIN,148,6
BURO_DAYS_CREDIT_MAX,249,6
BURO_DAYS_CREDIT_MEAN,197,6
BURO_DAYS_CREDIT_VAR,172,6
BURO_DAYS_CREDIT_ENDDATE_MIN,116,6
BURO_DAYS_CREDIT_ENDDATE_MAX,268,6
BURO_DAYS_CREDIT_ENDDATE_MEAN,181,6
BURO_DAYS_CREDIT_UPDATE_MEAN,116,6
BURO_CREDIT_DAY_OVERDUE_MAX,1,6
BURO_CREDIT_DAY_OVERDUE_MEAN,0,6
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,295,6
BURO_AMT_CREDIT_SUM_MAX,169,6
BURO_AMT_CREDIT_SUM_MEAN,184,6
BURO_AMT_CREDIT_SUM_SUM,199,6
BURO_AMT_CREDIT_SUM_DEBT_MAX,113,6
BURO_AMT_CREDIT_SUM_DEBT_MEAN,227,6
BURO_AMT_CREDIT_SUM_DEBT_SUM,123,6
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,26,6
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,126,6
BURO_AMT_CREDIT_SUM_LIMIT_SUM,51,6
BURO_AMT_ANNUITY_MAX,44,6
BURO_AMT_ANNUITY_MEAN,55,6
BURO_CNT_CREDIT_PROLONG_SUM,1,6
BURO_MONTHS_BALANCE_MIN_MIN,39,6
BURO_MONTHS_BALANCE_MAX_MAX,6,6
BURO_MONTHS_BALANCE_SIZE_MEAN,66,6
BURO_MONTHS_BALANCE_SIZE_SUM,94,6
BURO_CREDIT_ACTIVE_Active_MEAN,64,6
BURO_CREDIT_ACTIVE_Bad_debt_MEAN,0,6
BURO_CREDIT_ACTIVE_Closed_MEAN,99,6
BURO_CREDIT_ACTIVE_Sold_MEAN,26,6
BURO_CREDIT_ACTIVE_nan_MEAN,0,6
BURO_CREDIT_CURRENCY_currency_1_MEAN,0,6
BURO_CREDIT_CURRENCY_currency_2_MEAN,0,6
BURO_CREDIT_CURRENCY_currency_3_MEAN,0,6
BURO_CREDIT_CURRENCY_currency_4_MEAN,0,6
BURO_CREDIT_CURRENCY_nan_MEAN,0,6
BURO_CREDIT_TYPE_Another_type_of_loan_MEAN,7,6
BURO_CREDIT_TYPE_Car_loan_MEAN,68,6
BURO_CREDIT_TYPE_Cash_loan__non_earmarked__MEAN,0,6
