feature,importance,fold
APPROVED_HOUR_APPR_PROCESS_START_MAX,98,2
APPROVED_HOUR_APPR_PROCESS_START_MEAN,105,2
APPROVED_RATE_DOWN_PAYMENT_MIN,36,2
APPROVED_RATE_DOWN_PAYMENT_MAX,77,2
APPROVED_RATE_DOWN_PAYMENT_MEAN,84,2
APPROVED_DAYS_DECISION_MIN,130,2
APPROVED_DAYS_DECISION_MAX,264,2
APPROVED_DAYS_DECISION_MEAN,148,2
APPROVED_CNT_PAYMENT_MEAN,427,2
APPROVED_CNT_PAYMENT_SUM,220,2
REFUSED_AMT_ANNUITY_MIN,72,2
REFUSED_AMT_ANNUITY_MAX,55,2
REFUSED_AMT_ANNUITY_MEAN,69,2
REFUSED_AMT_APPLICATION_MIN,43,2
REFUSED_AMT_APPLICATION_MAX,50,2
REFUSED_AMT_APPLICATION_MEAN,46,2
REFUSED_AMT_CREDIT_MIN,93,2
REFUSED_AMT_CREDIT_MAX,48,2
REFUSED_AMT_CREDIT_MEAN,31,2
REFUSED_APP_CREDIT_PERC_MIN,97,2
REFUSED_APP_CREDIT_PERC_MAX,48,2
REFUSED_APP_CREDIT_PERC_MEAN,52,2
REFUSED_APP_CREDIT_PERC_VAR,80,2
REFUSED_AMT_DOWN_PAYMENT_MIN,12,2
REFUSED_AMT_DOWN_PAYMENT_MAX,31,2
REFUSED_AMT_DOWN_PAYMENT_MEAN,16,2
REFUSED_AMT_GOODS_PRICE_MIN,47,2
REFUSED_AMT_GOODS_PRICE_MAX,26,2
REFUSED_AMT_GOODS_PRICE_MEAN,50,2
REFUSED_HOUR_APPR_PROCESS_START_MIN,45,2
REFUSED_HOUR_APPR_PROCESS_START_MAX,33,2
REFUSED_HOUR_APPR_PROCESS_START_MEAN,82,2
REFUSED_RATE_DOWN_PAYMENT_MIN,17,2
REFUSED_RATE_DOWN_PAYMENT_MAX,25,2
REFUSED_RATE_DOWN_PAYMENT_MEAN,3,2
REFUSED_DAYS_DECISION_MIN,100,2
REFUSED_DAYS_DECISION_MAX,169,2
REFUSED_DAYS_DECISION_MEAN,82,2
REFUSED_CNT_PAYMENT_MEAN,62,2
REFUSED_CNT_PAYMENT_SUM,43,2
POS_MONTHS_BALANCE_MAX,171,2
POS_MONTHS_BALANCE_MEAN,202,2
POS_MONTHS_BALANCE_SIZE,238,2
POS_SK_DPD_MAX,63,2
POS_SK_DPD_MEAN,83,2
POS_SK_DPD_DEF_MAX,48,2
POS_SK_DPD_DEF_MEAN,165,2
POS_NAME_CONTRACT_STATUS_Active_MEAN,268,2
POS_NAME_CONTRACT_STATUS_Amortized_debt_MEAN,0,2
POS_NAME_CONTRACT_STATUS_Approved_MEAN,4,2
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0,2
POS_NAME_CONTRACT_STATUS_Completed_MEAN,204,2
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0,2
POS_NAME_CONTRACT_STATUS_Returned_to_the_store_MEAN,40,2
POS_NAME_CONTRACT_STATUS_Signed_MEAN,52,2
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,2
POS_NAME_CONTRACT_STATUS_nan_MEAN,0,2
POS_COUNT,18,2
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,55,2
INSTAL_DPD_MAX,96,2
INSTAL_DPD_MEAN,408,2
INSTAL_DPD_SUM,97,2
INSTAL_DBD_MAX,229,2
INSTAL_DBD_MEAN,199,2
INSTAL_DBD_SUM,321,2
INSTAL_PAYMENT_PERC_MAX,16,2
INSTAL_PAYMENT_PERC_MEAN,158,2
INSTAL_PAYMENT_PERC_SUM,116,2
INSTAL_PAYMENT_PERC_VAR,113,2
INSTAL_PAYMENT_DIFF_MAX,190,2
INSTAL_PAYMENT_DIFF_MEAN,194,2
INSTAL_PAYMENT_DIFF_SUM,188,2
INSTAL_PAYMENT_DIFF_VAR,101,2
INSTAL_AMT_INSTALMENT_MAX,178,2
INSTAL_AMT_INSTALMENT_MEAN,155,2
INSTAL_AMT_INSTALMENT_SUM,166,2
INSTAL_AMT_PAYMENT_MIN,308,2
INSTAL_AMT_PAYMENT_MAX,128,2
INSTAL_AMT_PAYMENT_MEAN,224,2
INSTAL_AMT_PAYMENT_SUM,335,2
INSTAL_DAYS_ENTRY_PAYMENT_MAX,424,2
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,208,2
INSTAL_DAYS_ENTRY_PAYMENT_SUM,201,2
INSTAL_COUNT,107,2
CC_MONTHS_BALANCE_MIN,6,2
CC_MONTHS_BALANCE_MAX,2,2
CC_MONTHS_BALANCE_MEAN,22,2
CC_MONTHS_BALANCE_SUM,13,2
CC_MONTHS_BALANCE_VAR,8,2
CC_AMT_BALANCE_MIN,36,2
CC_AMT_BALANCE_MAX,43,2
CC_AMT_BALANCE_MEAN,36,2
CC_AMT_BALANCE_SUM,14,2
CC_AMT_BALANCE_VAR,23,2
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,22,2
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,21,2
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,84,2
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,45,2
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,54,2
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,0,2
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,33,2
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,63,2
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,48,2
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,48,2
CC_AMT_DRAWINGS_CURRENT_MIN,18,2
CC_AMT_DRAWINGS_CURRENT_MAX,27,2
CC_AMT_DRAWINGS_CURRENT_MEAN,42,2
CC_AMT_DRAWINGS_CURRENT_SUM,40,2
CC_AMT_DRAWINGS_CURRENT_VAR,45,2
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,2
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,6,2
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,4,2
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,11,2
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,13,2
CC_AMT_DRAWINGS_POS_CURRENT_MIN,10,2
CC_AMT_DRAWINGS_POS_CURRENT_MAX,35,2
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,15,2
CC_AMT_DRAWINGS_POS_CURRENT_SUM,41,2
CC_AMT_DRAWINGS_POS_CURRENT_VAR,26,2
CC_AMT_INST_MIN_REGULARITY_MIN,6,2
CC_AMT_INST_MIN_REGULARITY_MAX,10,2
CC_AMT_INST_MIN_REGULARITY_MEAN,19,2
CC_AMT_INST_MIN_REGULARITY_SUM,28,2
CC_AMT_INST_MIN_REGULARITY_VAR,52,2
CC_AMT_PAYMENT_CURRENT_MIN,63,2
CC_AMT_PAYMENT_CURRENT_MAX,72,2
CC_AMT_PAYMENT_CURRENT_MEAN,129,2
CC_AMT_PAYMENT_CURRENT_SUM,68,2
CC_AMT_PAYMENT_CURRENT_VAR,72,2
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,6,2
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,27,2
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,70,2
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,46,2
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,37,2
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,11,2
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,27,2
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,65,2
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,26,2
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,28,2
CC_AMT_RECIVABLE_MIN,9,2
CC_AMT_RECIVABLE_MAX,17,2
CC_AMT_RECIVABLE_MEAN,35,2
CC_AMT_RECIVABLE_SUM,10,2
CC_AMT_RECIVABLE_VAR,16,2
CC_AMT_TOTAL_RECEIVABLE_MIN,0,2
CC_AMT_TOTAL_RECEIVABLE_MAX,1,2
CC_AMT_TOTAL_RECEIVABLE_MEAN,7,2
CC_AMT_TOTAL_RECEIVABLE_SUM,1,2
CC_AMT_TOTAL_RECEIVABLE_VAR,15,2
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0,2
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,6,2
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,171,2
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,23,2
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,143,2
CC_CNT_DRAWINGS_CURRENT_MIN,0,2
CC_CNT_DRAWINGS_CURRENT_MAX,50,2
CC_CNT_DRAWINGS_CURRENT_MEAN,101,2
CC_CNT_DRAWINGS_CURRENT_SUM,45,2
CC_CNT_DRAWINGS_CURRENT_VAR,109,2
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,2
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0,2
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,0,2
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0,2
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,4,2
CC_CNT_DRAWINGS_POS_CURRENT_MIN,32,2
CC_CNT_DRAWINGS_POS_CURRENT_MAX,16,2
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,50,2
CC_CNT_DRAWINGS_POS_CURRENT_SUM,29,2
CC_CNT_DRAWINGS_POS_CURRENT_VAR,23,2
CC_CNT_INSTALMENT_MATURE_CUM_MIN,1,2
CC_CNT_INSTALMENT_MATURE_CUM_MAX,2,2
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,29,2
CC_CNT_INSTALMENT_MATURE_CUM_SUM,13,2
CC_CNT_INSTALMENT_MATURE_CUM_VAR,25,2
CC_SK_DPD_MIN,0,2
CC_SK_DPD_MAX,5,2
CC_SK_DPD_MEAN,3,2
CC_SK_DPD_SUM,27,2
CC_SK_DPD_VAR,3,2
CC_SK_DPD_DEF_MIN,0,2
CC_SK_DPD_DEF_MAX,0,2
CC_SK_DPD_DEF_MEAN,39,2
CC_SK_DPD_DEF_SUM,0,2
CC_SK_DPD_DEF_VAR,6,2
CC_NAME_CONTRACT_STATUS_Active_MIN,1,2
CC_NAME_CONTRACT_STATUS_Active_MAX,0,2
CC_NAME_CONTRACT_STATUS_Active_MEAN,8,2
CC_NAME_CONTRACT_STATUS_Active_SUM,6,2
CC_NAME_CONTRACT_STATUS_Active_VAR,19,2
CC_NAME_CONTRACT_STATUS_Approved_MIN,0,2
CC_NAME_CONTRACT_STATUS_Approved_MAX,0,2
CC_NAME_CONTRACT_STATUS_Approved_MEAN,0,2
CC_NAME_CONTRACT_STATUS_Approved_SUM,0,2
CC_NAME_CONTRACT_STATUS_Approved_VAR,0,2
CC_NAME_CONTRACT_STATUS_Completed_MIN,0,2
CC_NAME_CONTRACT_STATUS_Completed_MAX,0,2
CC_NAME_CONTRACT_STATUS_Completed_MEAN,1,2
CC_NAME_CONTRACT_STATUS_Completed_SUM,1,2
CC_NAME_CONTRACT_STATUS_Completed_VAR,7,2
CC_NAME_CONTRACT_STATUS_Demand_MIN,0,2
CC_NAME_CONTRACT_STATUS_Demand_MAX,0,2
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0,2
CC_NAME_CONTRACT_STATUS_Demand_SUM,0,2
CC_NAME_CONTRACT_STATUS_Demand_VAR,0,2
CC_NAME_CONTRACT_STATUS_Refused_MIN,0,2
CC_NAME_CONTRACT_STATUS_Refused_MAX,0,2
CC_NAME_CONTRACT_STATUS_Refused_MEAN,0,2
CC_NAME_CONTRACT_STATUS_Refused_SUM,0,2
CC_NAME_CONTRACT_STATUS_Refused_VAR,0,2
CC_NAME_CONTRACT_STATUS_Sent_proposal_MIN,0,2
CC_NAME_CONTRACT_STATUS_Sent_proposal_MAX,0,2
CC_NAME_CONTRACT_STATUS_Sent_proposal_MEAN,0,2
CC_NAME_CONTRACT_STATUS_Sent_proposal_SUM,0,2
CC_NAME_CONTRACT_STATUS_Sent_proposal_VAR,0,2
CC_NAME_CONTRACT_STATUS_Signed_MIN,0,2
CC_NAME_CONTRACT_STATUS_Signed_MAX,0,2
CC_NAME_CONTRACT_STATUS_Signed_MEAN,0,2
CC_NAME_CONTRACT_STATUS_Signed_SUM,0,2
CC_NAME_CONTRACT_STATUS_Signed_VAR,4,2
CC_NAME_CONTRACT_STATUS_nan_MIN,0,2
CC_NAME_CONTRACT_STATUS_nan_MAX,0,2
CC_NAME_CONTRACT_STATUS_nan_MEAN,0,2
CC_NAME_CONTRACT_STATUS_nan_SUM,0,2
CC_NAME_CONTRACT_STATUS_nan_VAR,0,2
CC_COUNT,3,2
CODE_GENDER,179,3
FLAG_OWN_CAR,9,3
FLAG_OWN_REALTY,19,3
CNT_CHILDREN,23,3
AMT_INCOME_TOTAL,125,3
AMT_CREDIT,342,3
AMT_ANNUITY,516,3
AMT_GOODS_PRICE,319,3
REGION_POPULATION_RELATIVE,342,3
DAYS_BIRTH,814,3
DAYS_EMPLOYED,555,3
DAYS_REGISTRATION,369,3
DAYS_ID_PUBLISH,436,3
OWN_CAR_AGE,290,3
FLAG_MOBIL,0,3
FLAG_EMP_PHONE,0,3
FLAG_WORK_PHONE,96,3
FLAG_CONT_MOBILE,0,3
FLAG_PHONE,40,3
FLAG_EMAIL,1,3
CNT_FAM_MEMBERS,33,3
REGION_RATING_CLIENT,12,3
REGION_RATING_CLIENT_W_CITY,128,3
HOUR_APPR_PROCESS_START,151,3
REG_REGION_NOT_LIVE_REGION,1,3
REG_REGION_NOT_WORK_REGION,2,3
LIVE_REGION_NOT_WORK_REGION,3,3
REG_CITY_NOT_LIVE_CITY,65,3
REG_CITY_NOT_WORK_CITY,4,3
LIVE_CITY_NOT_WORK_CITY,15,3
EXT_SOURCE_1,1050,3
EXT_SOURCE_2,939,3
EXT_SOURCE_3,980,3
APARTMENTS_AVG,54,3
BASEMENTAREA_AVG,56,3
YEARS_BEGINEXPLUATATION_AVG,47,3
YEARS_BUILD_AVG,35,3
COMMONAREA_AVG,38,3
ELEVATORS_AVG,14,3
ENTRANCES_AVG,37,3
FLOORSMAX_AVG,45,3
FLOORSMIN_AVG,18,3
LANDAREA_AVG,52,3
LIVINGAPARTMENTS_AVG,38,3
LIVINGAREA_AVG,60,3
NONLIVINGAPARTMENTS_AVG,37,3
NONLIVINGAREA_AVG,79,3
APARTMENTS_MODE,69,3
BASEMENTAREA_MODE,53,3
YEARS_BEGINEXPLUATATION_MODE,102,3
YEARS_BUILD_MODE,46,3
COMMONAREA_MODE,54,3
ELEVATORS_MODE,10,3
ENTRANCES_MODE,24,3
FLOORSMAX_MODE,10,3
FLOORSMIN_MODE,25,3
LANDAREA_MODE,59,3
LIVINGAPARTMENTS_MODE,39,3
LIVINGAREA_MODE,83,3
NONLIVINGAPARTMENTS_MODE,1,3
NONLIVINGAREA_MODE,46,3
APARTMENTS_MEDI,62,3
BASEMENTAREA_MEDI,59,3
YEARS_BEGINEXPLUATATION_MEDI,79,3
YEARS_BUILD_MEDI,33,3
COMMONAREA_MEDI,54,3
ELEVATORS_MEDI,6,3
ENTRANCES_MEDI,40,3
FLOORSMAX_MEDI,9,3
FLOORSMIN_MEDI,23,3
LANDAREA_MEDI,73,3
LIVINGAPARTMENTS_MEDI,31,3
LIVINGAREA_MEDI,66,3
NONLIVINGAPARTMENTS_MEDI,11,3
NONLIVINGAREA_MEDI,38,3
TOTALAREA_MODE,132,3
OBS_30_CNT_SOCIAL_CIRCLE,69,3
DEF_30_CNT_SOCIAL_CIRCLE,88,3
OBS_60_CNT_SOCIAL_CIRCLE,68,3
DEF_60_CNT_SOCIAL_CIRCLE,82,3
DAYS_LAST_PHONE_CHANGE,317,3
FLAG_DOCUMENT_2,0,3
FLAG_DOCUMENT_3,91,3
FLAG_DOCUMENT_4,0,3
FLAG_DOCUMENT_5,1,3
FLAG_DOCUMENT_6,3,3
FLAG_DOCUMENT_7,0,3
FLAG_DOCUMENT_8,8,3
FLAG_DOCUMENT_9,0,3
FLAG_DOCUMENT_10,0,3
FLAG_DOCUMENT_11,6,3
FLAG_DOCUMENT_12,0,3
FLAG_DOCUMENT_13,0,3
FLAG_DOCUMENT_14,0,3
FLAG_DOCUMENT_15,0,3
FLAG_DOCUMENT_16,32,3
FLAG_DOCUMENT_17,0,3
FLAG_DOCUMENT_18,38,3
FLAG_DOCUMENT_19,0,3
FLAG_DOCUMENT_20,0,3
FLAG_DOCUMENT_21,0,3
AMT_REQ_CREDIT_BUREAU_HOUR,0,3
AMT_REQ_CREDIT_BUREAU_DAY,20,3
AMT_REQ_CREDIT_BUREAU_WEEK,18,3
AMT_REQ_CREDIT_BUREAU_MON,34,3
AMT_REQ_CREDIT_BUREAU_QRT,62,3
AMT_REQ_CREDIT_BUREAU_YEAR,47,3
NAME_CONTRACT_TYPE_Cash_loans,65,3
NAME_CONTRACT_TYPE_Revolving_loans,5,3
NAME_TYPE_SUITE_Children,0,3
NAME_TYPE_SUITE_Family,1,3
NAME_TYPE_SUITE_Group_of_people,0,3
NAME_TYPE_SUITE_Other_A,0,3
NAME_TYPE_SUITE_Other_B,14,3
NAME_TYPE_SUITE_Spouse__partner,7,3
NAME_TYPE_SUITE_Unaccompanied,15,3
NAME_INCOME_TYPE_Businessman,0,3
NAME_INCOME_TYPE_Commercial_associate,7,3
NAME_INCOME_TYPE_Maternity_leave,0,3
NAME_INCOME_TYPE_Pensioner,0,3
NAME_INCOME_TYPE_State_servant,36,3
NAME_INCOME_TYPE_Student,0,3
NAME_INCOME_TYPE_Unemployed,0,3
NAME_INCOME_TYPE_Working,42,3
NAME_EDUCATION_TYPE_Academic_degree,0,3
NAME_EDUCATION_TYPE_Higher_education,72,3
NAME_EDUCATION_TYPE_Incomplete_higher,14,3
NAME_EDUCATION_TYPE_Lower_secondary,5,3
NAME_EDUCATION_TYPE_Secondary___secondary_special,49,3
NAME_FAMILY_STATUS_Civil_marriage,1,3
NAME_FAMILY_STATUS_Married,154,3
NAME_FAMILY_STATUS_Separated,4,3
NAME_FAMILY_STATUS_Single___not_married,12,3
NAME_FAMILY_STATUS_Unknown,0,3
NAME_FAMILY_STATUS_Widow,6,3
NAME_HOUSING_TYPE_Co_op_apartment,0,3
NAME_HOUSING_TYPE_House___apartment,20,3
NAME_HOUSING_TYPE_Municipal_apartment,15,3
NAME_HOUSING_TYPE_Office_apartment,34,3
NAME_HOUSING_TYPE_Rented_apartment,1,3
NAME_HOUSING_TYPE_With_parents,4,3
OCCUPATION_TYPE_Accountants,29,3
OCCUPATION_TYPE_Cleaning_staff,0,3
OCCUPATION_TYPE_Cooking_staff,0,3
OCCUPATION_TYPE_Core_staff,31,3
OCCUPATION_TYPE_Drivers,36,3
OCCUPATION_TYPE_HR_staff,0,3
OCCUPATION_TYPE_High_skill_tech_staff,33,3
OCCUPATION_TYPE_IT_staff,0,3
OCCUPATION_TYPE_Laborers,30,3
OCCUPATION_TYPE_Low_skill_Laborers,8,3
OCCUPATION_TYPE_Managers,0,3
OCCUPATION_TYPE_Medicine_staff,30,3
OCCUPATION_TYPE_Private_service_staff,1,3
OCCUPATION_TYPE_Realty_agents,0,3
OCCUPATION_TYPE_Sales_staff,4,3
OCCUPATION_TYPE_Secretaries,0,3
OCCUPATION_TYPE_Security_staff,0,3
OCCUPATION_TYPE_Waiters_barmen_staff,1,3
WEEKDAY_APPR_PROCESS_START_FRIDAY,21,3
WEEKDAY_APPR_PROCESS_START_MONDAY,29,3
WEEKDAY_APPR_PROCESS_START_SATURDAY,12,3
WEEKDAY_APPR_PROCESS_START_SUNDAY,8,3
WEEKDAY_APPR_PROCESS_START_THURSDAY,0,3
WEEKDAY_APPR_PROCESS_START_TUESDAY,11,3
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,22,3
ORGANIZATION_TYPE_Advertising,0,3
ORGANIZATION_TYPE_Agriculture,0,3
ORGANIZATION_TYPE_Bank,22,3
ORGANIZATION_TYPE_Business_Entity_Type_1,0,3
ORGANIZATION_TYPE_Business_Entity_Type_2,0,3
ORGANIZATION_TYPE_Business_Entity_Type_3,46,3
ORGANIZATION_TYPE_Cleaning,0,3
ORGANIZATION_TYPE_Construction,51,3
ORGANIZATION_TYPE_Culture,0,3
ORGANIZATION_TYPE_Electricity,0,3
ORGANIZATION_TYPE_Emergency,0,3
ORGANIZATION_TYPE_Government,7,3
ORGANIZATION_TYPE_Hotel,7,3
ORGANIZATION_TYPE_Housing,0,3
ORGANIZATION_TYPE_Industry__type_1,0,3
ORGANIZATION_TYPE_Industry__type_10,0,3
ORGANIZATION_TYPE_Industry__type_11,0,3
ORGANIZATION_TYPE_Industry__type_12,0,3
ORGANIZATION_TYPE_Industry__type_13,0,3
ORGANIZATION_TYPE_Industry__type_2,0,3
ORGANIZATION_TYPE_Industry__type_3,3,3
ORGANIZATION_TYPE_Industry__type_4,0,3
ORGANIZATION_TYPE_Industry__type_5,0,3
ORGANIZATION_TYPE_Industry__type_6,0,3
ORGANIZATION_TYPE_Industry__type_7,0,3
ORGANIZATION_TYPE_Industry__type_8,0,3
ORGANIZATION_TYPE_Industry__type_9,44,3
ORGANIZATION_TYPE_Insurance,0,3
ORGANIZATION_TYPE_Kindergarten,12,3
ORGANIZATION_TYPE_Legal_Services,0,3
ORGANIZATION_TYPE_Medicine,13,3
ORGANIZATION_TYPE_Military,42,3
ORGANIZATION_TYPE_Mobile,0,3
ORGANIZATION_TYPE_Other,1,3
ORGANIZATION_TYPE_Police,27,3
ORGANIZATION_TYPE_Postal,0,3
ORGANIZATION_TYPE_Realtor,0,3
ORGANIZATION_TYPE_Religion,0,3
ORGANIZATION_TYPE_Restaurant,3,3
ORGANIZATION_TYPE_School,43,3
ORGANIZATION_TYPE_Security,0,3
ORGANIZATION_TYPE_Security_Ministries,21,3
ORGANIZATION_TYPE_Self_employed,68,3
ORGANIZATION_TYPE_Services,6,3
ORGANIZATION_TYPE_Telecom,0,3
ORGANIZATION_TYPE_Trade__type_1,0,3
ORGANIZATION_TYPE_Trade__type_2,6,3
ORGANIZATION_TYPE_Trade__type_3,4,3
ORGANIZATION_TYPE_Trade__type_4,0,3
ORGANIZATION_TYPE_Trade__type_5,0,3
ORGANIZATION_TYPE_Trade__type_6,0,3
ORGANIZATION_TYPE_Trade__type_7,1,3
ORGANIZATION_TYPE_Transport__type_1,0,3
ORGANIZATION_TYPE_Transport__type_2,0,3
ORGANIZATION_TYPE_Transport__type_3,48,3
ORGANIZATION_TYPE_Transport__type_4,0,3
ORGANIZATION_TYPE_University,0,3
ORGANIZATION_TYPE_XNA,0,3
FONDKAPREMONT_MODE_not_specified,0,3
FONDKAPREMONT_MODE_org_spec_account,7,3
FONDKAPREMONT_MODE_reg_oper_account,2,3
FONDKAPREMONT_MODE_reg_oper_spec_account,7,3
HOUSETYPE_MODE_block_of_flats,0,3
HOUSETYPE_MODE_specific_housing,2,3
HOUSETYPE_MODE_terraced_house,0,3
WALLSMATERIAL_MODE_Block,3,3
WALLSMATERIAL_MODE_Mixed,0,3
WALLSMATERIAL_MODE_Monolithic,0,3
WALLSMATERIAL_MODE_Others,9,3
WALLSMATERIAL_MODE_Panel,11,3
WALLSMATERIAL_MODE_Stone__brick,25,3
WALLSMATERIAL_MODE_Wooden,0,3
EMERGENCYSTATE_MODE_No,0,3
EMERGENCYSTATE_MODE_Yes,0,3
DAYS_EMPLOYED_PERC,400,3
INCOME_CREDIT_PERC,207,3
INCOME_PER_PERSON,210,3
ANNUITY_INCOME_PERC,405,3
PAYMENT_RATE,1168,3
BURO_DAYS_CREDIT_MIN,150,3
BURO_DAYS_CREDIT_MAX,233,3
BURO_DAYS_CREDIT_MEAN,204,3
BURO_DAYS_CREDIT_VAR,161,3
BURO_DAYS_CREDIT_ENDDATE_MIN,115,3
BURO_DAYS_CREDIT_ENDDATE_MAX,268,3
BURO_DAYS_CREDIT_ENDDATE_MEAN,168,3
BURO_DAYS_CREDIT_UPDATE_MEAN,164,3
BURO_CREDIT_DAY_OVERDUE_MAX,6,3
BURO_CREDIT_DAY_OVERDUE_MEAN,1,3
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,325,3
BURO_AMT_CREDIT_SUM_MAX,185,3
BURO_AMT_CREDIT_SUM_MEAN,239,3
BURO_AMT_CREDIT_SUM_SUM,206,3
BURO_AMT_CREDIT_SUM_DEBT_MAX,140,3
BURO_AMT_CREDIT_SUM_DEBT_MEAN,209,3
BURO_AMT_CREDIT_SUM_DEBT_SUM,155,3
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,54,3
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,73,3
BURO_AMT_CREDIT_SUM_LIMIT_SUM,42,3
BURO_AMT_ANNUITY_MAX,47,3
BURO_AMT_ANNUITY_MEAN,85,3
BURO_CNT_CREDIT_PROLONG_SUM,0,3
BURO_MONTHS_BALANCE_MIN_MIN,35,3
BURO_MONTHS_BALANCE_MAX_MAX,12,3
BURO_MONTHS_BALANCE_SIZE_MEAN,63,3
BURO_MONTHS_BALANCE_SIZE_SUM,102,3
BURO_CREDIT_ACTIVE_Active_MEAN,81,3
BURO_CREDIT_ACTIVE_Bad_debt_MEAN,0,3
BURO_CREDIT_ACTIVE_Closed_MEAN,93,3
BURO_CREDIT_ACTIVE_Sold_MEAN,26,3
BURO_CREDIT_ACTIVE_nan_MEAN,0,3
BURO_CREDIT_CURRENCY_currency_1_MEAN,0,3
BURO_CREDIT_CURRENCY_currency_2_MEAN,0,3
BURO_CREDIT_CURRENCY_currency_3_MEAN,0,3
BURO_CREDIT_CURRENCY_currency_4_MEAN,0,3
BURO_CREDIT_CURRENCY_nan_MEAN,0,3
BURO_CREDIT_TYPE_Another_type_of_loan_MEAN,19,3
BURO_CREDIT_TYPE_Car_loan_MEAN,56,3
BURO_CREDIT_TYPE_Cash_loan__non_earmarked__MEAN,0,3
BURO_CREDIT_TYPE_Consumer_credit_MEAN,108,3
BURO_CREDIT_TYPE_Credit_card_MEAN,142,3
BURO_CREDIT_TYPE_Interbank_credit_MEAN,0,3
BURO_CREDIT_TYPE_Loan_for_business_development_MEAN,0,3
BURO_CREDIT_TYPE_Loan_for_purchase_of_shares__margin_lending__MEAN,0,3
BURO_CREDIT_TYPE_Loan_for_the_purchase_of_equipment_MEAN,0,3
BURO_CREDIT_TYPE_Loan_for_working_capital_replenishment_MEAN,0,3
BURO_CREDIT_TYPE_Microloan_MEAN,118,3
BURO_CREDIT_TYPE_Mobile_operator_loan_MEAN,0,3
BURO_CREDIT_TYPE_Mortgage_MEAN,98,3
BURO_CREDIT_TYPE_Real_estate_loan_MEAN,0,3
BURO_CREDIT_TYPE_Unknown_type_of_loan_MEAN,0,3
BURO_CREDIT_TYPE_nan_MEAN,0,3
BURO_STATUS_0_MEAN_MEAN,156,3
BURO_STATUS_1_MEAN_MEAN,66,3
BURO_STATUS_2_MEAN_MEAN,7,3
BURO_STATUS_3_MEAN_MEAN,2,3
BURO_STATUS_4_MEAN_MEAN,16,3
BURO_STATUS_5_MEAN_MEAN,0,3
BURO_STATUS_C_MEAN_MEAN,74,3
BURO_STATUS_X_MEAN_MEAN,74,3
BURO_STATUS_nan_MEAN_MEAN,0,3
ACTIVE_DAYS_CREDIT_MIN,142,3
ACTIVE_DAYS_CREDIT_MAX,428,3
ACTIVE_DAYS_CREDIT_MEAN,228,3
ACTIVE_DAYS_CREDIT_VAR,180,3
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,392,3
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,250,3
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,232,3
